ID,Race,Ethnicity,Origin_Region,Settlement_Type,Equipment_Group,Outdoor_Skills,Urban_Skills,Knowledge,Craft,Literacy,Spoken_Languages,Starting_Capital,Starting_Equipment_Cost_BP,Starting_Equipment_Kit_Type,Post_Kit_Tier,Post_Kit_Tier_Name,Post_Kit_Purchases,Post_Kit_Total_Spent_BP,Final_Pocket_Money_BP,Armes_et_Armures,Autre_Equipement,Combat_Points,Magic,Magic_Type,Magic_Subtype,Grappling,Melee,Projectiles,Fencing,Skill_Modifier,Height_cm,Weight_kg,Size_Score,Balance,Quickness,Coordination,Precision,Endurance,Vigilance,Beauty,Stealth,Speed,Special,Generation_Date
CH-00016,Human,Chultan,Dambrath,Forest Village,Groupe3_Coeur_Continental,Marsh Disease Resistance | Coastal Survival | Marsh Movement | Advanced Tracking | Wild Plant Foraging,,Dwarven Culture | Geography of Faerûn | Major Religions & Deities,Heraldry & Lineage | Navigation (Land & Sea) | Taxidermy,Chultan,Chondathan | Chultan | Tashalan,600,293.4,universal_standard,1,Modest,"Rouncey | Lancet, bleeding",452.0,148,"Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff | Lancet, bleeding",Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather) | Rouncey,12.24,NO,None,,4,2,0,2,9,200.4,97.4,3,-1,-2,2,0,7,-4,-1,-3,-2,Aucun,2026-05-28 13:35:34
CH-00017,Human,Chondathan,Vilhon Reach,Major Port City,Groupe4_Vilhon_Est,Plains Tracking | Forced March Endurance | Open Land Navigation,Streetwise (Urban Underworld) | Criminal Organizations & Syndicates | Black Market Operations | City Secrets & Hidden Routes,Nobility & Heraldry | Court Etiquette & Protocol | Religious Cults & Orders | Gnomish Culture,Weaving & Spinning | Mosaic & Fresco Art,Chessentan | Chondathan,Chessentan | Chondathan,2822,293.4,universal_standard,3,Wealthy,War Hammer | Normal shield | Reinforced Gambeson | Destrier,2405.0,417,Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff | Normal shield | Reinforced Gambeson | Destrier,Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather) | War Hammer,-9.51,YES,Sauvage,Magie Rouge,-5,-4,-2,-3,3,160.7,57.5,-1,3,-4,-6,1,0,1,0,0,-6,Aucun,2026-05-28 13:35:34
CH-00018,Human,Tethyrian,Tethyr,Isolated Farmstead,Groupe2_Sud_Marchand,Weather Reading | Wild Plant Foraging | Plains Tracking | Forest Stealth,Guild Knowledge & Politics,"Geography of Faerûn | History of the Realms | Festivals, Calendars & Traditions | Laws & Customs of Nations",Masonry | Bone & Ivory Carving,Thorass,Chondathan | Lantanna | Tethyrian | Thorass,1425,293.4,universal_standard,2,Comfortable,Partisan | Sallet ou Armet (classique) | Buckler,1290.0,135,Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff | Partisan | Sallet ou Armet (classique) | Buckler,Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather),47.88,NO,None,,9,6,4,4,-5,181.6,92.4,1,7,9,-4,4,2,2,4,0,7,Aucun,2026-05-28 13:35:34
CH-00019,Human,Calishite,Calimshan,Major Port City,Groupe2_Sud_Marchand,,Temple Politics & Religious Intrigue | Urban Stealth & Shadowing | City Secrets & Hidden Routes | Information Brokerage | Sleight of Hand & Cheating | City Secrets & Hidden Routes,Dwarven Culture | Guilds & Organizations | Political Currents & Rivalries,Weaving & Spinning | Mosaic & Fresco Art,Halruaan,Calishite | Halruaan | Thorass,3964,293.4,universal_standard,2,Comfortable,"Lamp oil | Camel, riding | Waterskin (5 gal) | Haubergeon / Collerette",2008.0,1956,Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff | Lamp oil | Haubergeon / Collerette,"Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather) | Camel, riding | Waterskin (5 gal)",-5.78,YES,Théurgique,Magie Verte,-1,-2,-1,-3,0,156.3,63.9,-2,5,-3,-5,2,-1,4,-2,2,-5,Aucun,2026-05-28 13:35:34
CH-00020,Human,Calishite,Calimshan,Metropolis,Groupe2_Sud_Marchand,Wild Plant Foraging,Urban Stealth & Shadowing | Forgery of Documents & Seals | Sleight of Hand & Cheating | City Secrets & Hidden Routes | Fences and Buyers Network,"History of the Realms | Court Etiquette & Protocol | Religious Cults & Orders | Cosmology (Weave, Shadow Weave)",Papermaking & Ink Making | Smithing & Metallurgy | Bone & Ivory Carving,Thorass,Calishite | Chondathan | Thorass,4170,293.4,universal_standard,1,Modest,"Cloak (hooded wool) | Main-gauche | Hook, steel",857.0,3313,"Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff | Main-gauche | Hook, steel",Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather) | Cloak (hooded wool),6.68,NO,None,,3,1,-2,2,11,178.6,83.2,1,-6,10,-3,-3,2,-5,3,-9,9,Aucun,2026-05-28 13:35:34
CH-00021,Human,Illuskan,Sword Coast,Smuggler's Port,Groupe1_Cote_des_Epees,Oceanic Navigation | Complex Terrain Navigation | Total Darkness Navigation | Deep-Sea Fishing,Urban Observation and Tailing,History of the Realms | Political Currents & Rivalries | Fey & Feywild Knowledge | Major Cities & Regions,Musical Instrument Making | Weaving & Spinning | Papermaking & Ink Making,Thorass,Chondathan | Illuskan | Northlander | Vaasan,1738,293.4,universal_standard,2,Comfortable,Sidesword | Mail voiders (paire) | Ranseur | Buckler,1570.0,168,Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff | Sidesword | Mail voiders (paire) | Ranseur | Buckler,Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather),1.42,NO,None,,3,0,-2,-2,12,180.1,87.7,1,2,-6,-3,1,7,-1,7,-3,-7,Aucun,2026-05-28 13:35:34
CH-00022,Human,Calishite,Calimshan,Caravan Oasis,Groupe2_Sud_Marchand,Desert Thermal Endurance | Plains Tracking | Open Land Navigation | Rope Making and Knot Mastery | Wild Plant Foraging,,Fall of Myth Drannor | Nobility & Heraldry | Political Currents & Rivalries | Secret Organizations,Jewelry & Goldsmithing | Smithing & Metallurgy | Perfumery & Cosmetics,Calishite | Lantanna,Calishite | Chondathan | Lantanna | Tashalan,2517,293.4,universal_standard,3,Wealthy,Main-gauche | Palfrey | Sidesword | Kettle hat | Military Fork,2300.0,217,Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff | Main-gauche | Sidesword | Military Fork,Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather) | Palfrey | Kettle hat,16.9,NO,None,,2,3,2,4,1,183.5,78.9,2,0,5,5,0,1,3,1,2,6,Aucun,2026-05-28 13:35:34
CH-00023,Human,Calishite,Calimshan,Major Trade City,Groupe2_Sud_Marchand,,Black Market Operations | Black Market Operations | Lockpicking and Trap Disarming,"Laws & Customs of Nations | Nobility & Heraldry | Cosmology (Weave, Shadow Weave) | Court Etiquette & Protocol",Carpentry & Woodworking,Lantanna | Thorass,Calishite | Chondathan | Lantanna,3847,293.4,universal_standard,3,Wealthy,Destrier (quality) | Compass | Palfrey,3585.0,262,Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff | Destrier (quality) | Compass,Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather) | Palfrey,2.04,NO,None,,-2,0,3,-1,5,156.3,63.9,-2,0,-1,9,1,4,-1,6,6,2,Aucun,2026-05-28 13:35:34
CH-00024,Dwarf,Gold Dwarf,Great Rift,Isolated Hamlet,Groupe6_Bloc_Nain,Technical Rock Climbing | Underground Navigation | Wild Plant Foraging | Complex Terrain Navigation,Heraldry & Lineage Recognition,Dwarven Culture | Laws & Customs of Nations | Genasi & Elemental Peoples,Smithing & Metallurgy | Weaving & Spinning,Nain,Chondathan | Nain | Undercommon,638,293.4,universal_standard,1,Modest,Tassets longs | Buckler,540.0,98,Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff | Tassets longs | Buckler,Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather),-0.9,NO,None,,1,-1,1,-7,5,116.2,60.6,-8,-1,5,1,0,-2,7,0,1,5,Vision dans le noir + Robustesse naine,2026-05-28 13:35:34
CH-00025,Human,Chondathan,Western Heartlands,Small Town,Groupe3_Coeur_Continental,Plains Tracking,Guild Knowledge & Politics | Guild Knowledge & Politics | Smuggling Networks,Magical Schools & Traditions | Cultural Interactions,Dyeing & Textile Coloring,Chondathan,Chondathan | Turmish,1172,293.4,universal_standard,1,Modest,Crowbar (heavy) | Gourdin / Cudgel | Courser,688.0,484,Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff | Crowbar (heavy) | Gourdin / Cudgel,Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather) | Courser,1.0,NO,None,,1,0,0,0,10,174.0,71.0,0,3,3,-5,2,-4,1,1,-1,1,Aucun,2026-05-28 13:35:34
CH-00026,Human,Rashemi,Rashemen,Mountain Village,Groupe10_Rashemen,Forest Stealth | Complex Terrain Navigation | Advanced Tracking | Marsh Movement | Hermetic Medicine,City Secrets & Hidden Routes,Trade Routes & Commerce | History of Magic | Orc & Goblinoid Culture | History of the Realms,Smithing & Metallurgy | Alchemy (Theory & Practice) | Cabinetmaking & Marquetry,Chondathan,Chondathan | Rashemi,784,293.4,universal_standard,1,Modest,Gorget (élevé),375.0,409,Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff | Gorget (élevé),Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather),-6.67,YES,Arcanique,Magicien,0,-1,-6,-3,3,169.2,78.9,0,4,-11,2,-4,-3,2,1,3,-11,Aucun,2026-05-28 13:35:34
CH-00027,Human,Damaran,Moonsea,Military Outpost,Groupe4_Vilhon_Est,Mountain Endurance | Primitive Fire Mastery | Wild Animal Handling | Advanced Tracking | Technical Rock Climbing,,Religious Cults & Orders | History of the Realms | Major Cities & Regions | Local Folklore & Legends,Viticulture & Winemaking | Bone & Ivory Carving,Chondathan | Thorass,Chondathan | Druidic | Nar,1101,293.4,universal_standard,2,Comfortable,Cuisses (renforcées) | Rouncey,960.0,141,Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff | Cuisses (renforcées),Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather) | Rouncey,35.8,NO,None,,8,5,-2,5,-2,189.8,102.7,2,-3,9,4,-5,2,3,2,-4,10,Aucun,2026-05-28 13:35:34
CH-00028,Human,Ffolk,Moonshae Isles,Major Port City,Groupe11_Moonshae,Storm and Seasickness Mastery,Smuggling Networks | City Secrets & Hidden Routes | Streetwise (Urban Underworld) | Fences and Buyers Network,Trade Routes & Commerce | Weave Theory | Astronomy & Star Navigation | Political Currents & Rivalries,Lens Making & Optics,Illuskan,Chondathan | Illuskan | Moonshae,1380,293.4,universal_standard,1,Modest,Tent 2-man leather | Cutlass,870.0,510,Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff | Cutlass,Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather) | Tent 2-man leather,-4.86,YES,Théurgique,Magie Blanche,-2,-2,0,-2,3,162.0,67.4,-1,-3,0,0,0,-4,-2,2,-2,0,Aucun,2026-05-28 13:35:34
CH-00029,Human,Chondathan,The Dalelands,Forest Village,Groupe3_Coeur_Continental,Advanced Tracking | Total Darkness Navigation | Complex Terrain Navigation | Plains Tracking | Forest Stealth | Open Land Navigation,,"Cosmology (Weave, Shadow Weave) | Laws & Customs of Nations",Leatherworking & Tanning | Masonry,Sembian,Chondathan | Sembian,962,293.4,universal_standard,1,Modest,Sallet ou Armet (classique),825.0,137,Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff | Sallet ou Armet (classique),Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather),-2.62,YES,Théurgique,Magie Verte,-1,-2,0,0,2,178.8,71.0,1,-4,4,-5,1,-3,4,3,-7,2,Aucun,2026-05-28 13:35:34
CH-00030,Human,Tethyrian,Amn,Isolated Farmstead,Groupe2_Sud_Marchand,Advanced Tracking | Desert Thermal Endurance | Open Land Navigation | Desert Water Mastery,City Secrets & Hidden Routes,Trade Routes & Commerce | Halfling Culture | History of the Realms,Navigation (Land & Sea) | Smithing & Metallurgy | Cooking (Fine Cuisine),Elfique,Elfique | Sembian | Tethyrian,1708,293.4,universal_standard,2,Comfortable,Mail voiders (paire) | Palfrey | Bec de Corbin | Buckler,1640.0,68,Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff | Mail voiders (paire) | Bec de Corbin | Buckler,Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather) | Palfrey,2.8,NO,None,,-3,-1,4,-1,6,155.0,60.6,-2,-2,3,7,2,3,-1,1,4,5,Aucun,2026-05-28 13:35:34
CH-00031,Human,Shaaran,The Shaar,Mining Camp,Groupe3_Coeur_Continental,Wild Plant Foraging | Plains Tracking | Forced March Endurance | Advanced Tracking,Streetwise (Urban Underworld),Spellplague & Its Aftermath | Elven Culture,Sail & Rope Making | Architecture | Animal Husbandry & Training,None,Shaaran | Yuan-ti,941,293.4,universal_standard,1,Modest,Flanged Mace,550.0,391,Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff | Flanged Mace,Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather),-4.16,YES,Théurgique,Magie Blanche,0,-1,-3,-1,4,181.9,78.9,1,0,-3,-2,-1,2,-2,-1,-3,-4,Aucun,2026-05-28 13:35:34
CH-00032,Dwarf,Shield Dwarf,Silver Marches (Luruar),Forest Village,Groupe7_Marches_Argent,Underground Navigation | Mountain Endurance | Forced March Endurance | Complex Terrain Navigation | Technical Rock Climbing | Wild Plant Foraging,,Genasi & Elemental Peoples | Aberration Lore,Glassworking | Cartography | Musical Instrument Making,None,Illuskan | Nain,667,293.4,universal_standard,0,None,Boots (fine leather) | Buckler,240.0,427,Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff | Buckler,Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather) | Boots (fine leather),15.56,NO,None,,5,3,1,-2,1,146.5,78.9,-3,4,0,4,0,-1,6,-1,4,1,Vision dans le noir + Robustesse naine,2026-05-28 13:35:34
CH-00033,Human,Illuskan,Luskan,Smuggler's Port,Groupe1_Cote_des_Epees,Storm and Seasickness Mastery | Oceanic Navigation | Deep-Sea Fishing,,Political Currents & Rivalries | Weave Theory | History of Netheril | Fall of Myth Drannor,Leatherworking & Tanning | Weapons & Armor Smithing,Illuskan | Thorass,Chondathan | Illuskan,1106,293.4,universal_standard,1,Modest,Pike,400.0,706,Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff | Pike,Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather),3.0,NO,None,,1,1,1,0,4,161.8,74.8,-1,-3,4,4,-1,8,7,2,-1,5,Aucun,2026-05-28 13:35:34
CH-00034,Human,Rashemi,Rashemen,Nomad Camp,Groupe10_Rashemen,Forest Stealth | Wild Plant Foraging | Hermetic Medicine | Advanced Tracking,,Ruins & Major Archaeological Sites | Secret Organizations | Geography of Faerûn | Magical Schools & Traditions,Cabinetmaking & Marquetry | Poison Lore & Application,Rashemi,Rashemi,815,293.4,universal_standard,1,Modest,"Courser | Lancet, bleeding",622.0,193,"Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff | Lancet, bleeding",Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather) | Courser,-9.6,YES,Arcanique,Magicien,-4,-3,-3,-4,5,157.7,67.4,-2,-8,-3,5,-4,3,-4,4,-3,-2,Aucun,2026-05-28 13:35:34
CH-00035,Human,Tethyrian,Sword Coast,Major Port City,Groupe1_Cote_des_Epees,Advanced Tracking | Wild Plant Foraging | Battlefield Riding,Fences and Buyers Network | Noble Houses & Court Intrigue | Disguise & Impersonation | Criminal Organizations & Syndicates,Geography of Faerûn | Divine Myths & Legends | Major Cities & Regions | Trade Routes & Commerce,Leatherworking & Tanning | Calligraphy & Illumination,Chondathan | Thorass,Chondathan | Thorass,1943,293.4,universal_standard,2,Comfortable,Pike | Tassets longs | Burgonet (Maximilian),1270.0,673,Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff | Pike | Tassets longs | Burgonet (Maximilian),Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather),-2.64,YES,Arcanique,Magicien,0,0,-4,0,3,174.0,71.0,0,2,0,-2,-3,-9,-3,-1,0,-1,Aucun,2026-05-28 13:35:34
CH-00036,Dwarf,Gold Dwarf,Great Rift,Dwarven Fortress,Groupe6_Bloc_Nain,,Forgery of Documents & Seals | Temple Politics & Religious Intrigue | Urban Stealth & Shadowing | Smuggling Networks | Streetwise (Urban Underworld),"Ancient Realms (Netheril, Imaskar...) | Astronomy & Star Navigation | History of the Realms | Ruins & Major Archaeological Sites",Animal Husbandry & Training | Herbalism & Potion Brewing | Calligraphy & Illumination,Nain,Géant | Nain | Undercommon,951,293.4,universal_standard,1,Modest,Close Helmet (Maximilian) | Buckler,870.0,81,Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff | Close Helmet (Maximilian) | Buckler,Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather),-0.16,NO,None,,0,-3,3,-9,13,120.4,63.9,-7,-4,1,-4,5,2,-5,3,-5,-1,Vision dans le noir + Robustesse naine,2026-05-28 13:35:34
CH-00037,Half-elf,Moon Half-elf,Baldur's Gate,Fishing Village,Groupe1_Cote_des_Epees,Complex Terrain Navigation | Forest Stealth | Dark Water Swimming,Sleight of Hand & Cheating,Fall of Myth Drannor | Major Religions & Deities | Laws & Customs of Nations | Guilds & Organizations,Architecture,Thorass | Chondathan,Chondathan | Thorass,2347,293.4,universal_standard,2,Comfortable,Courser | Cuisses (renforcées) | Falchion | Maul,1860.0,487,Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff | Cuisses (renforcées) | Falchion | Maul,Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather) | Courser,79.29,NO,None,,10,7,9,7,-12,193.3,102.7,3,5,9,1,7,-6,-2,4,1,9,Méditation + Immunité sommeil + VN (N1),2026-05-28 13:35:34
CH-00038,Human,Tethyrian,Tethyr,Mountain Village,Groupe2_Sud_Marchand,Forest Stealth | Weather Reading | Wild Plant Foraging | Advanced Tracking | Plains Tracking,,History of Magic | Nobility & Heraldry | Religious Cults & Orders | Gnomish Culture,Weapons & Armor Smithing | Brewing & Distilling | Stoneworking,Elfique | Thorass,Chondathan | Elfique,1757,293.4,universal_standard,2,Comfortable,Turban / Keffieh | Destrier | Buckler,1528.0,229,Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff | Turban / Keffieh | Destrier | Buckler,Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather),1.0,NO,None,,0,1,0,0,7,166.4,67.4,0,6,-4,4,0,2,-1,7,7,-3,Aucun,2026-05-28 13:35:34
