ID,Race,Ethnicity,Origin_Region,Settlement_Type,Equipment_Group,Outdoor_Skills,Urban_Skills,Knowledge,Craft,Literacy,Spoken_Languages,Starting_Capital,Starting_Equipment_Cost_BP,Starting_Equipment_Kit_Type,Starting_Armor_Set,Starting_Armor_Cost_BP,Starting_Capital_After_Armor_BP,Post_Kit_Tier,Post_Kit_Tier_Name,Post_Kit_Purchases,Post_Kit_Total_Spent_BP,Final_Pocket_Money_BP,Armes_et_Armures,Autre_Equipement,Combat_Points,Magic,Magic_Type,Magic_Subtype,Grappling,Melee,Projectiles,Fencing,Skill_Modifier,Height_cm,Weight_kg,Size_Score,Balance,Quickness,Coordination,Precision,Endurance,Vigilance,Beauty,Stealth,Speed,Special,Generation_Date
CH-00074,Human,Chondathan,Sembia,Large Town,Groupe2_Sud_Marchand,Forced March Endurance | Wild Plant Foraging | Plains Tracking | Open Land Navigation,Disguise & Impersonation | Urban Observation and Tailing | Streetwise (Urban Underworld) | Black Market Operations,Nobility & Heraldry | Trade Routes & Commerce | Orc & Goblinoid Culture | History of the Realms,Accounting & Estate Management,Illuskan | Chondathan,Chondathan | Cormyrian | Illuskan,191,293.4,universal_standard,Aucune,0,0,0,,,0,50,Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff,Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather),-3.62,YES,Théurgique,Magie Blanche,-1,-1,0,-2,4,169.2,78.9,0,-5,-3,3,0,-5,-2,-9,-4,-2,Aucun,2026-05-31 23:48:00
CH-00075,Halfling,Strongheart Halfling,Cormyr,Fortified City,Groupe3_Coeur_Continental,Advanced Tracking | Plains Tracking | Forest Stealth | Primitive Fire Mastery,Streetwise (Urban Underworld) | Urban Stealth & Shadowing | Urban Stealth & Shadowing | Black Market Operations,Trade Routes & Commerce | History of the Realms | Gnomish Culture | Fall of Myth Drannor,Accounting & Estate Management,Damaran | Thorass,Chondathan | Cormyrian | Damaran,143,293.4,universal_standard,Aucune,0,0,0,,,0,10,Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff,Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather),-3.19,YES,Théurgique,Magie Blanche,-18,-6,5,-4,-12,114.0,23.5,-8,6,3,10,2,2,2,4,21,6,Robustesse,2026-05-31 23:48:00
CH-00076,Human,Tethyrian,Western Heartlands,Small Town,Groupe3_Coeur_Continental,Forest Stealth,Heraldry & Lineage Recognition | Poison Lore & Subtle Application,"Local Folklore & Legends | Religious Cults & Orders | Political Currents & Rivalries | Festivals, Calendars & Traditions",Viticulture & Winemaking,Tethyrian | Thorass,Chondathan | Sembian | Tethyrian,73,293.4,universal_standard,Aucune,0,0,0,,,0,15,Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff,Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather),-0.62,NO,None,,-2,1,-1,1,6,159.3,57.5,-1,6,4,0,-1,3,-3,3,6,4,Aucun,2026-05-31 23:48:00
CH-00077,Human,Tethyrian,Amn,Major Trade City,Groupe2_Sud_Marchand,Wild Plant Foraging | Advanced Tracking | Desert Thermal Endurance,Heraldry & Lineage Recognition | Criminal Organizations & Syndicates | Urban Stealth & Shadowing | Streetwise (Urban Underworld),"Ancient Realms (Netheril, Imaskar...) | Religious Cults & Orders | Local Folklore & Legends | Ruins & Major Archaeological Sites",Cooking (Fine Cuisine) | Locksmithing & Mechanisms,Tethyrian | Chondathan,Chessentan | Chondathan | Tethyrian,167,293.4,universal_standard,Aucune,0,0,0,,,0,45,Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff,Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather),-6.48,YES,Théurgique,Magie Blanche,-3,-3,0,-3,3,159.2,63.9,-1,-3,2,-5,2,-3,3,0,-5,0,Aucun,2026-05-31 23:48:00
CH-00078,Human,Chondathan,Sword Coast,Major Port City,Groupe1_Cote_des_Epees,Open Land Navigation | Plains Tracking,Poison Lore & Subtle Application | Urban Stealth & Shadowing | Streetwise (Urban Underworld) | City Secrets & Hidden Routes | Forgery of Documents & Seals | Smuggling Networks,Major Cities & Regions | Genasi & Elemental Peoples | Political Currents & Rivalries | History of the Realms,Poison Lore & Application | Weaving & Spinning,Chessentan | Chondathan,Chessentan | Chondathan | Turmish,117,293.4,universal_standard,Aucune,0,0,0,,,0,5,Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff,Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather),14.98,NO,None,,3,3,3,1,-1,159.0,71.0,-1,9,-1,2,3,7,7,4,8,-1,Aucun,2026-05-31 23:48:00
CH-00079,Human,Tethyrian,Baldur's Gate,Large Town,Groupe1_Cote_des_Epees,Advanced Tracking | Storm and Seasickness Mastery,Streetwise (Urban Underworld) | Urban Stealth & Shadowing | Sleight of Hand & Cheating,Ruins & Major Archaeological Sites | Political Currents & Rivalries,Weapons & Armor Smithing | Masonry | Sail & Rope Making,Tethyrian,Chondathan | Illuskan | Tethyrian,171,293.4,universal_standard,Aucune,0,0,0,,,0,10,Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff,Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather),-8.1,YES,Théurgique,Magie Verte,-2,-3,-3,-3,4,171.0,67.4,0,1,-3,-9,1,-6,6,0,-5,-6,Aucun,2026-05-31 23:48:00
CH-00080,Human,Tethyrian,Tethyr,Fortified City,Groupe2_Sud_Marchand,Open Land Navigation | Weather Reading | Wild Plant Foraging | Forest Stealth,Information Brokerage | Disguise & Impersonation,Local Folklore & Legends | Secret Organizations | Geography of Faerûn | Spellplague & Its Aftermath,Masonry | Carpentry & Woodworking,Chondathan | Thorass,Chondathan | Cormyrian | Lantanna | Tethyrian,104,293.4,universal_standard,Aucune,0,0,0,,,0,5,Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff,Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather),-4.86,YES,Théurgique,Magie Blanche,-2,-2,-2,0,5,178.8,71.0,1,-3,2,-4,-1,-3,-2,-6,-5,0,Aucun,2026-05-31 23:48:00
CH-00081,Human,Chondathan,Western Heartlands,Isolated Farmstead,Groupe3_Coeur_Continental,Deep-Sea Fishing | Plains Tracking | Total Darkness Navigation | Advanced Tracking | Open Land Navigation | Battlefield Riding,,"Major Cities & Regions | Festivals, Calendars & Traditions | Ancient Realms (Netheril, Imaskar...)",Cooking (Fine Cuisine),Chondathan,Chondathan | Illuskan | Turmish,50,293.4,universal_standard,Aucune,0,0,0,,,0,0,Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff,Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather),-7.42,YES,Théurgique,Magie Verte,-2,-3,-1,-4,5,156.3,63.9,-2,3,-5,-5,2,-2,-4,-3,0,-7,Aucun,2026-05-31 23:48:00
CH-00082,Human,Uthgardt,Spine of the World,Farming Hamlet,Groupe3_Coeur_Continental,Plains Tracking | Battlefield Riding | Field Weapon Maintenance | Advanced Tracking | Marsh Disease Resistance,,Religious Cults & Orders | Fall of Myth Drannor | Local Folklore & Legends,Masonry,Uthgardt,Géant | Illuskan | Uthgardt,17,293.4,universal_standard,Aucune,0,0,0,,,0,2,Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff,Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather),3.6,NO,None,,1,0,1,1,11,178.6,78.9,1,-4,3,0,1,-2,-2,4,-5,3,Aucun,2026-05-31 23:48:00
CH-00083,Human,Calishite,Calimshan,Metropolis,Groupe2_Sud_Marchand,Wild Plant Foraging,Criminal Organizations & Syndicates | Noble Houses & Court Intrigue | Lockpicking and Trap Disarming | Sleight of Hand & Cheating | Lockpicking and Trap Disarming | Streetwise (Urban Underworld),Court Etiquette & Protocol | Spellplague & Its Aftermath | Local Folklore & Legends | Nobility & Heraldry,Jewelry & Goldsmithing,Chondathan | Thorass,Chondathan | Infernal | Mulhorandi,212,293.4,universal_standard,Aucune,0,0,0,,,0,260,Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff,Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather),8.9,NO,None,,-2,0,5,1,1,165.0,60.6,-1,1,4,5,3,2,5,4,5,5,Aucun,2026-05-31 23:48:00
CH-00084,Human,Damaran,Moonsea,Small Town,Groupe4_Vilhon_Est,Technical Rock Climbing | Mountain Endurance | Complex Terrain Navigation,Black Market Operations | Criminal Organizations & Syndicates | Urban Stealth & Shadowing | City Secrets & Hidden Routes,Elven Culture | Trade Routes & Commerce | Major Cities & Regions,Cabinetmaking & Marquetry | Cartography | Herbalism & Potion Brewing,Thorass,Chondathan | Druidic | Thorass,74,293.4,universal_standard,Aucune,0,0,0,,,0,0,Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff,Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather),2.64,NO,None,,1,0,2,-1,13,170.7,78.9,0,-2,0,-1,3,2,-5,-3,-4,-1,Aucun,2026-05-31 23:48:00
CH-00085,Human,Turami,Chondath,Fishing Village,Groupe4_Vilhon_Est,Littoral Foraging | River Crossing | Oceanic Navigation,Black Market Operations,"Orc & Goblinoid Culture | Court Etiquette & Protocol | Gnomish Culture | Festivals, Calendars & Traditions",Accounting & Estate Management,Infernal | Turami,Infernal | Turami,54,293.4,universal_standard,Aucune,0,0,0,,,0,0,Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff,Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather),1.0,NO,None,,1,0,0,0,10,164.8,71.0,-1,0,4,-1,0,1,-2,8,-1,3,Aucun,2026-05-31 23:48:00
CH-00086,Human,Chondathan,Sembia,Smuggler's Port,Groupe2_Sud_Marchand,Forced March Endurance | Open Land Navigation | Weather Reading | Wild Plant Foraging | Advanced Tracking,Urban Stealth & Shadowing,Laws & Customs of Nations | Court Etiquette & Protocol | Gnomish Culture | Guilds & Organizations,Viticulture & Winemaking | Architecture,Turmish | Chondathan,Chondathan | Thorass | Turmish,160,293.4,universal_standard,Aucune,0,0,0,,,0,15,Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff,Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather),35.1,NO,None,,6,5,1,6,-5,193.4,92.4,3,2,4,9,-2,2,4,13,4,7,Aucun,2026-05-31 23:48:00
CH-00087,Human,Rashemi,Rashemen,Forest Village,Groupe10_Rashemen,Wild Plant Foraging | Complex Terrain Navigation | Marsh Movement,Urban Stealth & Shadowing,Astronomy & Star Navigation | Guilds & Organizations | Political Currents & Rivalries | Local Folklore & Legends,Beekeeping | Rare Dye Making | Poison Lore & Application,Rashemi,Rashemi | Thayan,45,293.4,universal_standard,Aucune,0,0,0,,,0,0,Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff,Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather),13.62,NO,None,,4,3,1,1,4,176.9,87.7,1,3,-3,5,0,8,2,3,3,-2,Aucun,2026-05-31 23:48:00
CH-00088,Human,Rashemi,Aglarond,Logging Camp,Groupe4_Vilhon_Est,Shelter Construction | Advanced Tracking | Marsh Movement,Disguise & Impersonation | Criminal Organizations & Syndicates,History of Magic | Astronomy & Star Navigation,Masonry | Carpentry & Woodworking,None,Aglarondan | Mulhorandi | Rashemi,49,293.4,universal_standard,Aucune,0,0,0,,,0,0,Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff,Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather),-3.16,YES,Arcanique,Magicien,1,-1,-3,-1,3,183.4,83.2,2,-2,-4,-1,-1,-2,2,-7,-4,-5,Aucun,2026-05-31 23:48:00
CH-00089,Human,Tethyrian,Baldur's Gate,Small Town,Groupe1_Cote_des_Epees,Storm and Seasickness Mastery,Streetwise (Urban Underworld) | Fences and Buyers Network | Guild Knowledge & Politics,"Ancient Realms (Netheril, Imaskar...) | Political Currents & Rivalries | Lost Kingdoms & Cities",Locksmithing & Mechanisms | Masonry,Sembian,Chondathan | Sembian | Tethyrian,157,293.4,universal_standard,Aucune,0,0,0,,,0,35,Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff,Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather),4.64,NO,None,,1,1,2,0,7,166.2,74.8,0,0,2,1,2,9,0,4,0,2,Aucun,2026-05-31 23:48:00
CH-00090,Elf,Wood Elf,Cormanthor,Elven Enclave,Groupe3_Coeur_Continental,Forest Stealth | Wild Plant Foraging | Shelter Construction,Disguise & Impersonation | Urban Stealth & Shadowing | Urban Observation and Tailing | Urban Observation and Tailing | Disguise & Impersonation,Trade Routes & Commerce | Spellplague & Its Aftermath | Local Folklore & Legends | Laws & Customs of Nations,Carpentry & Woodworking | Herbalism & Potion Brewing | Smithing & Metallurgy,Sylvestre,Druidic | Elfique | Sylvestre,45,293.4,universal_standard,Aucune,0,0,0,,,0,0,Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff,Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather),-9.18,YES,Théurgique,Magie Blanche,-8,-5,-3,-4,2,151.1,49.1,-2,-2,0,-4,-1,2,2,1,-1,-2,Transe + Immunité sommeil + VN (N2),2026-05-31 23:48:00
CH-00091,Dwarf,Gold Dwarf,Great Rift,Mountain Village,Groupe6_Bloc_Nain,Advanced Tracking | Wild Plant Foraging | Underground Navigation | Complex Terrain Navigation | Technical Rock Climbing,Urban Stealth & Shadowing,Fey & Feywild Knowledge | Local Folklore & Legends,Animal Husbandry & Training | Preservation & Salting | Navigation (Land & Sea),Nain,Nain,42,293.4,universal_standard,Aucune,0,0,0,,,0,0,Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff,Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather),-4.53,YES,Théurgique,Magie Verte,1,-2,-2,-8,-2,119.3,63.9,-7,-1,0,1,-2,2,5,-9,0,0,Vision dans le noir + Robustesse naine,2026-05-31 23:48:00
CH-00092,Dwarf,Shield Dwarf,Silver Marches (Luruar),Remote Trading Post,Groupe7_Marches_Argent,Advanced Tracking | Underground Navigation | Complex Terrain Navigation | Wild Plant Foraging,,History of Imaskar | Spellplague & Its Aftermath | History of the Realms | Laws & Customs of Nations,Navigation (Land & Sea) | Glassworking,Illuskan,Géant | Illuskan | Nain,36,293.4,universal_standard,Aucune,0,0,0,,,0,0,Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff,Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather),-5.75,YES,Arcanique,Magicien,-1,-2,-2,-6,-2,124.8,63.9,-6,-7,3,6,-4,2,4,-8,-2,5,Vision dans le noir + Robustesse naine,2026-05-31 23:48:00
CH-00093,Human,Damaran,The Cold Lands,Logging Camp,Groupe3_Coeur_Continental,Extreme Cold Resistance | Technical Rock Climbing | Complex Terrain Navigation | Mountain Endurance,Disguise & Impersonation,"History of Imaskar | Dwarven Culture | Laws & Customs of Nations | Festivals, Calendars & Traditions",Glassworking | Leatherworking & Tanning | Accounting & Estate Management,Chondathan | Thorass,Chondathan,19,293.4,universal_standard,Aucune,0,0,0,,,0,0,Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff,Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather),14.8,NO,None,,5,2,2,0,8,173.7,87.7,0,-1,4,-2,2,4,-3,-1,-4,3,Aucun,2026-05-31 23:48:00
CH-00094,Human,Chondathan,Vilhon Reach,Large Town,Groupe4_Vilhon_Est,Plains Tracking | Battlefield Riding | Open Land Navigation,Streetwise (Urban Underworld) | Guild Knowledge & Politics | Urban Stealth & Shadowing | Black Market Operations,Political Currents & Rivalries | History of Netheril | History of Magic,Stone & Wood Carving | Weapons & Armor Smithing,Chondathan,Chondathan | Cormyrian | Thorass,109,293.4,universal_standard,Aucune,0,0,0,,,0,0,Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff,Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather),22.29,NO,None,,6,4,-2,3,2,181.7,87.7,1,4,4,-1,-2,-5,2,4,0,3,Aucun,2026-05-31 23:48:00
CH-00095,Dwarf,Shield Dwarf,Citadel Adbar,Mountain Village,Groupe6_Bloc_Nain,Complex Terrain Navigation | Extreme Cold Resistance | Underground Navigation | Hermetic Medicine | Mountain Endurance,,"Major Religions & Deities | Halfling Culture | Cosmology (Weave, Shadow Weave)",Dyeing & Textile Coloring,Nain,Nain,37,293.4,universal_standard,Aucune,0,0,0,,,0,0,Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff,Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather),9.78,NO,None,,3,2,2,-3,1,127.1,63.9,-6,5,4,4,0,7,2,5,7,5,Vision dans le noir + Robustesse naine,2026-05-31 23:48:00
CH-00096,Human,Tethyrian,Western Heartlands,Remote Trading Post,Groupe3_Coeur_Continental,Plains Tracking | Forest Stealth | Advanced Tracking | Total Darkness Navigation | Extreme Cold Resistance,,History of Netheril | Nobility & Heraldry | Weave Theory,Bone & Ivory Carving | Carpentry & Woodworking,Tethyrian,Illuskan | Sembian | Tethyrian,52,293.4,universal_standard,Aucune,0,0,0,,,0,20,Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff,Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather),5.04,NO,None,,1,1,-2,3,9,185.3,71.0,2,3,5,-4,-1,-5,-1,4,0,3,Aucun,2026-05-31 23:48:00
CH-00097,Human,Calishite,Amn,Major Trade City,Groupe2_Sud_Marchand,,Fences and Buyers Network | Guild Knowledge & Politics | Disguise & Impersonation | Urban Stealth & Shadowing,Halfling Culture | Geography of Faerûn | Major Cities & Regions | Dragon Lore,Beekeeping,Calishite | Thorass,Calishite | Lantanna,134,293.4,universal_standard,Aucune,0,0,0,,,0,0,Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff,Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather),-3.16,YES,Théurgique,Magie Blanche,-1,0,-3,0,-3,163.5,63.9,-1,5,0,1,-3,-1,2,6,5,0,Aucun,2026-05-31 23:48:00
